5033419560201 26.0  8.5  0.009999-99.9-99.9-99.9-99.912.1 87-9.9-99-99.9 -99-99.927.5-9.9
5033419560202 32.3 12.7  0.009999-99.9-99.9-99.9-99.911.6 84-9.9-99-99.9 -99-99.926.7-9.9
5033419560203 33.2 16.4  0.009999-99.9-99.9-99.9-99.911.0 80-9.9-99-99.9 -99-99.925.7-9.9
5033419560204 31.5 19.5  0.819999-99.9-99.9-99.9-99.9 4.5 32-9.9-99-99.9 -99-99.914.7-9.9
5033419560205 25.4 14.3  0.009999-99.9-99.9-99.9-99.9 8.7 63-9.9-99-99.9 -99-99.921.7-9.9
5033419560206 26.3  5.8  0.009999-99.9-99.9-99.9-99.912.1 88-9.9-99-99.9 -99-99.927.2-9.9
5033419560207 29.4 12.7  0.009999-99.9-99.9-99.9-99.911.1 81-9.9-99-99.9 -99-99.925.5-9.9
5033419560208 31.5 15.6  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.3-9.9
5033419560209 34.2 20.1  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.2-9.9
5033419560210 33.5 18.1  0.009999-99.9-99.9-99.9-99.911.1 82-9.9-99-99.9 -99-99.925.4-9.9
5033419560211 33.0 17.4  0.009999-99.9-99.9-99.9-99.910.0 74-9.9-99-99.9 -99-99.923.5-9.9
5033419560212 34.0 15.8  3.619999-99.9-99.9-99.9-99.9 9.8 72-9.9-99-99.9 -99-99.922.9-9.9
5033419560213 27.4 14.8  0.009999-99.9-99.9-99.9-99.910.8 80-9.9-99-99.9 -99-99.924.6-9.9
5033419560214 29.5  7.2  0.009999-99.9-99.9-99.9-99.9 9.6 71-9.9-99-99.9 -99-99.922.5-9.9
5033419560215 27.9  7.7  0.009999-99.9-99.9-99.9-99.910.8 81-9.9-99-99.9 -99-99.924.5-9.9
5033419560216 32.6 15.9  0.009999-99.9-99.9-99.9-99.911.6 87-9.9-99-99.9 -99-99.925.7-9.9
5033419560217 34.8 18.2  0.009999-99.9-99.9-99.9-99.911.1 83-9.9-99-99.9 -99-99.924.7-9.9
5033419560218 34.9 14.1  0.009999-99.9-99.9-99.9-99.910.4 78-9.9-99-99.9 -99-99.923.5-9.9
5033419560219 35.1 19.4 26.319999-99.9-99.9-99.9-99.9 4.3 32-9.9-99-99.9 -99-99.913.7-9.9
5033419560220 28.7 18.4  5.419999-99.9-99.9-99.9-99.9 6.6 50-9.9-99-99.9 -99-99.917.4-9.9
5033419560221 24.0 11.9  0.009999-99.9-99.9-99.9-99.9 5.3 40-9.9-99-99.9 -99-99.915.2-9.9
5033419560222 24.8  6.7  0.009999-99.9-99.9-99.9-99.910.5 80-9.9-99-99.9 -99-99.923.4-9.9
5033419560223 29.4 10.3 16.219999-99.9-99.9-99.9-99.910.3 78-9.9-99-99.9 -99-99.922.8-9.9
5033419560224 27.5 10.1  0.009999-99.9-99.9-99.9-99.910.2 78-9.9-99-99.9 -99-99.922.7-9.9
5033419560225 28.0 16.1  0.009999-99.9-99.9-99.9-99.9 7.2 55-9.9-99-99.9 -99-99.917.9-9.9
5033419560226 30.0 14.3  4.219999-99.9-99.9-99.9-99.910.3 79-9.9-99-99.9 -99-99.922.6-9.9
5033419560227 27.0 15.2  8.319999-99.9-99.9-99.9-99.9 3.8 29-9.9-99-99.9 -99-99.912.4-9.9
5033419560228 23.9 12.5  0.009999-99.9-99.9-99.9-99.911.4 88-9.9-99-99.9 -99-99.924.1-9.9
5033419560229 31.0 10.7  0.009999-99.9-99.9-99.9-99.911.9 92-9.9-99-99.9 -99-99.924.7-9.9
5033419560301 33.0 12.9  0.009999-99.9-99.9-99.9-99.910.8 84-9.9-99-99.9 -99-99.923.0-9.9
5033419560302 34.0 13.5  0.009999-99.9-99.9-99.9-99.910.9 85-9.9-99-99.9 -99-99.923.0-9.9
5033419560303 32.0 19.9  0.009999-99.9-99.9-99.9-99.9 5.9 46-9.9-99-99.9 -99-99.915.3-9.9
5033419560304 30.4 17.1  0.009999-99.9-99.9-99.9-99.9 3.9 30-9.9-99-99.9 -99-99.912.1-9.9
5033419560305 34.0 15.6  0.009999-99.9-99.9-99.9-99.910.4 82-9.9-99-99.9 -99-99.922.0-9.9
5033419560306 27.6 17.4 27.819999-99.9-99.9-99.9-99.9 3.5 27-9.9-99-99.9 -99-99.911.4-9.9
5033419560307 28.8 12.4  0.009999-99.9-99.9-99.9-99.910.8 86-9.9-99-99.9 -99-99.922.4-9.9
5033419560308 31.8 16.6  0.009999-99.9-99.9-99.9-99.910.3 82-9.9-99-99.9 -99-99.921.5-9.9
5033419560309 33.4 20.7 10.219999-99.9-99.9-99.9-99.9 9.0 72-9.9-99-99.9 -99-99.919.5-9.9
5033419560310 32.0 17.7 91.619999-99.9-99.9-99.9-99.9 3.6 28-9.9-99-99.9 -99-99.911.2-9.9
5033419560311 26.0 13.1 22.019999-99.9-99.9-99.9-99.9 3.8 30-9.9-99-99.9 -99-99.911.5-9.9
5033419560312 19.0 12.2  0.009999-99.9-99.9-99.9-99.9 4.3 34-9.9-99-99.9 -99-99.912.1-9.9
5033419560313 22.0 10.8  0.009999-99.9-99.9-99.9-99.9 3.0 24-9.9-99-99.9 -99-99.910.2-9.9
5033419560314 27.3 11.5  0.009999-99.9-99.9-99.9-99.9 7.0 56-9.9-99-99.9 -99-99.915.9-9.9
5033419560315 30.6 17.1  0.009999-99.9-99.9-99.9-99.9 5.8 47-9.9-99-99.9 -99-99.914.2-9.9
5033419560316 23.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.6 54-9.9-99-99.9 -99-99.915.3-9.9
5033419560317 26.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.2 50-9.9-99-99.9 -99-99.914.5-9.9
5033419560318 29.5 13.6  0.009999-99.9-99.9-99.9-99.9 6.7 55-9.9-99-99.9 -99-99.915.2-9.9
5033419560319 29.5 15.7  0.009999-99.9-99.9-99.9-99.9 5.6 46-9.9-99-99.9 -99-99.913.5-9.9
5033419920106 27.1 18.2  0.009999-99.9-99.9-99.9-99.9 3.9 27-9.9 79-99.9 -99-99.914.7-9.9
5033419920107 25.5 17.2  0.009999-99.9-99.9-99.9-99.9 0.1  0-9.9 76-99.9 -99-99.9 8.1-9.9
5033419920108 29.0 16.2  0.009999-99.9-99.9-99.9-99.9 6.0 41-9.9 70-99.9 -99-99.918.1-9.9
5033419920109 26.7 17.4  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 77-99.9 -99-99.9 8.0-9.9
5033419920110 26.9 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 52-99.9 -99-99.9-9.9-9.9
5033419920111 32.2 18.2  0.009999-99.9-99.9-99.9-99.9 3.0 20-9.9 48-99.9 -99-99.912.9-9.9
5033419920112 27.0 18.0  0.009999-99.9-99.9-99.9-99.9 0.1  0-9.9 71-99.9 -99-99.9 8.0-9.9
5033419920113 31.7 15.4 10.019999-99.9-99.9-99.9-99.9 7.2 50-9.9 60-99.9 -99-99.920.1-9.9
5033419920114 20.0 14.2  0.009999-99.9-99.9-99.9-99.9 4.0 28-9.9 69-99.9 -99-99.914.8-9.9
5033419920115 26.0 10.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 52-99.9 -99-99.9-9.9-9.9
5033419920116 29.6 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 47-99.9 -99-99.9-9.9-9.9
5033419920117 32.0 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 54-99.9 -99-99.9-9.9-9.9
5033419920118 34.6 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 49-99.9 -99-99.9-9.9-9.9
5033419920119 34.7 12.2 25.019999-99.9-99.9-99.9-99.9 5.8 40-9.9 59-99.9 -99-99.917.5-9.9
5033419920120 29.2 17.2  0.009999-99.9-99.9-99.9-99.9 8.0 56-9.9 68-99.9 -99-99.921.2-9.9
5033419920121 31.6 19.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 63-99.9 -99-99.9-9.9-9.9
5033419920122 33.2 19.8  0.009999-99.9-99.9-99.9-99.9 6.2 43-9.9 58-99.9 -99-99.918.0-9.9
5033419920123 32.6 17.0  0.009999-99.9-99.9-99.9-99.9 7.3 51-9.9 59-99.9 -99-99.919.9-9.9
5033419920124 30.5 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 60-99.9 -99-99.9-9.9-9.9
5033419920125 28.9 18.2  0.009999-99.9-99.9-99.9-99.9 7.8 55-9.9 72-99.9 -99-99.920.7-9.9
5033419920126 30.7 18.1  0.009999-99.9-99.9-99.9-99.9 8.8 62-9.9 73-99.9 -99-99.922.3-9.9
5033419920127 35.0 19.2  0.009999-99.9-99.9-99.9-99.9 6.3 45-9.9 57-99.9 -99-99.918.2-9.9
5033419920128 38.4 21.8  0.009999-99.9-99.9-99.9-99.9 8.8 63-9.9 44-99.9 -99-99.922.4-9.9
5033419920129 26.7 20.4  0.009999-99.9-99.9-99.9-99.9 6.2 44-9.9 61-99.9 -99-99.917.9-9.9
5033419920130 29.4 17.6  3.019999-99.9-99.9-99.9-99.9 5.5 39-9.9 72-99.9 -99-99.916.6-9.9
5033419920131 28.1 20.2  0.009999-99.9-99.9-99.9-99.9 1.5 10-9.9 84-99.9 -99-99.9 9.9-9.9
5033419920201 30.1 16.7  0.009999-99.9-99.9-99.9-99.9 5.2 37-9.9 67-99.9 -99-99.916.1-9.9
5033419920202 31.9 14.2  2.019999-99.9-99.9-99.9-99.9 9.0 65-9.9 58-99.9 -99-99.922.4-9.9
5033419920203 31.9 17.4 20.019999-99.9-99.9-99.9-99.9 9.0 65-9.9 60-99.9 -99-99.922.3-9.9
5033419920204 25.6 16.2 10.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 87-99.9 -99-99.9 7.4-9.9
5033419920205 30.0 17.0  0.009999-99.9-99.9-99.9-99.9 8.0 58-9.9 67-99.9 -99-99.920.6-9.9
5033419920206 34.8 20.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9 -99-99.9-9.9-9.9
5033419920207 34.0 23.0  0.009999-99.9-99.9-99.9-99.9 6.8 49-9.9 56-99.9 -99-99.918.4-9.9
5033419920208 28.0 24.0  7.019999-99.9-99.9-99.9-99.9 2.7 19-9.9 78-99.9 -99-99.911.6-9.9
5033419920209 26.6 17.0  0.009999-99.9-99.9-99.9-99.9 4.8 35-9.9 66-99.9 -99-99.915.1-9.9
5033419920210 22.2 15.0 13.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 72-99.9 -99-99.9 7.3-9.9
5033419920211 25.4 13.4  0.009999-99.9-99.9-99.9-99.9 8.5 63-9.9 67-99.9 -99-99.921.1-9.9
5033419920212 26.3 13.7 41.019999-99.9-99.9-99.9-99.9 1.6 11-9.9 71-99.9 -99-99.9 9.6-9.9
5033419920213 22.9 15.2  3.019999-99.9-99.9-99.9-99.9 3.1 23-9.9 87-99.9 -99-99.912.2-9.9
5033419920214 30.2 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 60-99.9 -99-99.9-9.9-9.9
5033419920215 31.9 16.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 55-99.9 -99-99.9-9.9-9.9
5033419920216 32.2 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9 -99-99.9-9.9-9.9
5033419920217 34.0 17.8  0.009999-99.9-99.9-99.9-99.9 8.8 66-9.9 69-99.9 -99-99.921.1-9.9
5033419920218 36.0 22.6  0.009999-99.9-99.9-99.9-99.9 7.4 55-9.9 62-99.9 -99-99.918.7-9.9
5033419920219 30.0 23.9 13.019999-99.9-99.9-99.9-99.9 5.8 43-9.9 68-99.9 -99-99.916.0-9.9
5033419920220 22.7 28.0  0.009999-99.9-99.9-99.9-99.9 0.8  6-9.9 77-99.9 -99-99.9 8.1-9.9
5033419920221 21.4 10.8  0.009999-99.9-99.9-99.9-99.9 1.0  7-9.9 71-99.9 -99-99.9 8.3-9.9
5033419920222 18.0  8.1  0.009999-99.9-99.9-99.9-99.9 9.9 75-9.9 65-99.9 -99-99.922.4-9.9
5033419920223 28.6 14.6  0.009999-99.9-99.9-99.9-99.9 8.0 61-9.9 63-99.9 -99-99.919.4-9.9
5033419920224 24.0 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9 -99-99.9-9.9-9.9
5033419920225 31.0 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 49-99.9 -99-99.9-9.9-9.9
5033419920226 31.0 15.0  0.009999-99.9-99.9-99.9-99.9 3.9 30-9.9 47-99.9 -99-99.912.7-9.9
5033419920227 28.2  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 46-99.9 -99-99.9-9.9-9.9
5033419920228 29.6 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 53-99.9 -99-99.9-9.9-9.9
5033419920229 33.2 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 48-99.9 -99-99.9-9.9-9.9
5033419920301 32.6 14.4  0.009999-99.9-99.9-99.9-99.9 8.8 68-9.9 49-99.9 -99-99.919.9-9.9
5033419920302 31.8 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 52-99.9 -99-99.9-9.9-9.9
5033419920303 33.0 19.2  0.009999-99.9-99.9-99.9-99.9 7.2 56-9.9 57-99.9 -99-99.917.3-9.9
5033419920304 33.1 16.8  0.009999-99.9-99.9-99.9-99.9 5.9 46-9.9 60-99.9 -99-99.915.3-9.9
5033419920305 32.9 18.2  0.009999-99.9-99.9-99.9-99.9 5.9 46-9.9 65-99.9 -99-99.915.1-9.9
5033419920306 34.2 18.2  0.009999-99.9-99.9-99.9-99.9 7.5 59-9.9 56-99.9 -99-99.917.5-9.9
5033419920307 30.5 19.0  0.009999-99.9-99.9-99.9-99.9 0.3  2-9.9 71-99.9 -99-99.9 6.6-9.9
5033419920308 32.7 17.2 81.019999-99.9-99.9-99.9-99.9 7.2 57-9.9 65-99.9 -99-99.916.9-9.9
5033419920309 28.2 17.8 23.619999-99.9-99.9-99.9-99.9 0.4  3-9.9 94-99.9 -99-99.9 6.7-9.9
5033419920310 26.9 16.2  0.009999-99.9-99.9-99.9-99.9 7.0 56-9.9 74-99.9 -99-99.916.5-9.9
5033419920311 33.3 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 68-99.9 -99-99.9-9.9-9.9
5033419920312 29.8 16.5  7.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 58-99.9 -99-99.9-9.9-9.9
5033419920313 25.6 19.8 45.019999-99.9-99.9-99.9-99.9 0.3  2-9.9 94-99.9 -99-99.9 6.3-9.9
5033419920314 28.5 19.6  3.019999-99.9-99.9-99.9-99.9 2.7 21-9.9 83-99.9 -99-99.9 9.7-9.9
5033419920315 26.6 19.0  0.009999-99.9-99.9-99.9-99.9 0.7  5-9.9 81-99.9 -99-99.9 6.7-9.9
5033419920316 30.9 19.7  0.009999-99.9-99.9-99.9-99.9 4.5 36-9.9 73-99.9 -99-99.912.2-9.9
5033419920317 32.1 19.7  0.009999-99.9-99.9-99.9-99.9 4.5 36-9.9 72-99.9 -99-99.912.1-9.9
5033419920318 30.0 18.5  0.009999-99.9-99.9-99.9-99.9 2.7 22-9.9 60-99.9 -99-99.9 9.5-9.9
5033419920319 30.9 17.6 31.019999-99.9-99.9-99.9-99.9 3.5 28-9.9 73-99.9 -99-99.910.5-9.9
5033419920320 22.8 15.4  0.319999-99.9-99.9-99.9-99.9 1.0  8-9.9 87-99.9 -99-99.9 7.0-9.9
5033419920321 25.6 14.4  0.009999-99.9-99.9-99.9-99.9 4.8 39-9.9 58-99.9 -99-99.912.2-9.9
5033419920322 17.3  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 63-99.9 -99-99.9-9.9-9.9
5033419920323 22.0  9.0  0.009999-99.9-99.9-99.9-99.9 4.2 35-9.9 66-99.9 -99-99.911.3-9.9
5033419920324 25.8 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 65-99.9 -99-99.9-9.9-9.9
5033419920325 24.0 12.6  7.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 78-99.9 -99-99.9 5.4-9.9
5033419920326 22.4 16.0  9.819999-99.9-99.9-99.9-99.9 0.0  0-9.9 89-99.9 -99-99.9 5.3-9.9
5033419920327 17.8 15.6  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 94-99.9 -99-99.9 5.3-9.9
5033419920328 23.0 17.0  0.009999-99.9-99.9-99.9-99.9 4.2 35-9.9 76-99.9 -99-99.910.8-9.9
5033419920329 26.5  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 74-99.9 -99-99.9-9.9-9.9
5033419920330 27.4 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 66-99.9 -99-99.9-9.9-9.9
5033419920331 26.9 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 63-99.9 -99-99.9-9.9-9.9
5033419920401 26.4 17.2  0.719999-99.9-99.9-99.9-99.9 0.7  6-9.9 71-99.9 -99-99.9 6.0-9.9
5033419920402 23.3 17.2  4.019999-99.9-99.9-99.9-99.9 2.4 20-9.9 79-99.9 -99-99.9 8.0-9.9
5033419920403 26.6 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 61-99.9 -99-99.9-9.9-9.9
5033419920404 13.4 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 52-99.9 -99-99.9-9.9-9.9
5033419920405 23.5  7.7  0.009999-99.9-99.9-99.9-99.9 1.6 13-9.9 55-99.9 -99-99.9 6.8-9.9
5033419920406 20.6  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9 -99-99.9-9.9-9.9
5033419920407 24.1  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 55-99.9 -99-99.9-9.9-9.9
5033419920408 24.4  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 54-99.9 -99-99.9-9.9-9.9
5033419920409 23.3  9.8  0.009999-99.9-99.9-99.9-99.9 5.7 50-9.9 62-99.9 -99-99.911.8-9.9
5033419920410 19.8 11.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 83-99.9 -99-99.9 4.6-9.9
5033419920411 22.8 10.0  0.009999-99.9-99.9-99.9-99.9 5.8 51-9.9 75-99.9 -99-99.911.7-9.9
5033419920412 25.0  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9 -99-99.9-9.9-9.9
5033419920413 27.8  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 63-99.9 -99-99.9-9.9-9.9
5033419920414 26.4 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 61-99.9 -99-99.9-9.9-9.9
5033419920415 26.7 11.6  0.009999-99.9-99.9-99.9-99.9 6.8 61-9.9 58-99.9 -99-99.912.6-9.9
5033419920416 25.2 10.2  0.009999-99.9-99.9-99.9-99.9 6.3 56-9.9 65-99.9 -99-99.911.8-9.9
5033419920417 24.7  9.0  0.009999-99.9-99.9-99.9-99.9 7.0 63-9.9 70-99.9 -99-99.912.6-9.9
5033419920418 24.4 12.8 16.019999-99.9-99.9-99.9-99.9 0.3  2-9.9 82-99.9 -99-99.9 4.5-9.9
5033419920419 28.0 11.7  0.009999-99.9-99.9-99.9-99.9 0.8  7-9.9 68-99.9 -99-99.9 5.1-9.9
5033419920420 16.6  7.6  0.009999-99.9-99.9-99.9-99.9 2.0 18-9.9 66-99.9 -99-99.9 6.5-9.9
5033419920421 18.8  5.2  0.619999-99.9-99.9-99.9-99.9 2.0 18-9.9 74-99.9 -99-99.9 6.4-9.9
5033419920422 20.1  7.5  0.009999-99.9-99.9-99.9-99.9 6.6 60-9.9 61-99.9 -99-99.911.6-9.9
5033419920423 21.3  7.6  0.009999-99.9-99.9-99.9-99.9 1.4 12-9.9 52-99.9 -99-99.9 5.6-9.9
5033419920424 20.1  9.0  0.009999-99.9-99.9-99.9-99.9 8.4 77-9.9 69-99.9 -99-99.913.5-9.9
5033419920425 17.0  2.2  0.009999-99.9-99.9-99.9-99.9 0.6  5-9.9 68-99.9 -99-99.9 4.6-9.9
5033419920426 20.2 10.2  0.009999-99.9-99.9-99.9-99.9 0.5  4-9.9 80-99.9 -99-99.9 4.4-9.9
5033419920427 23.5 10.3  0.009999-99.9-99.9-99.9-99.9 4.7 43-9.9 74-99.9 -99-99.9 9.1-9.9
5033419920428 23.8 14.1  0.009999-99.9-99.9-99.9-99.9 5.7 53-9.9 75-99.9 -99-99.910.1-9.9
5033419920429 15.2  8.4  0.009999-99.9-99.9-99.9-99.9 0.1  0-9.9 53-99.9 -99-99.9 3.8-9.9
5033419920430 18.2  1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9 -99-99.9-9.9-9.9
5033419920501 22.2  1.8  0.009999-99.9-99.9-99.9-99.9 7.0 66-9.9 50-99.9 -99-99.911.3-9.9
5033419920502 21.6  6.8  0.009999-99.9-99.9-99.9-99.9 4.2 39-9.9 46-99.9 -99-99.9 8.2-9.9
5033419920503 19.4  6.6  0.009999-99.9-99.9-99.9-99.9 1.6 15-9.9 66-99.9 -99-99.9 5.4-9.9
5033419920504 22.4  8.2  0.009999-99.9-99.9-99.9-99.9 4.7 44-9.9 75-99.9 -99-99.9 8.6-9.9
5033419920505 21.6 16.2  3.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 81-99.9 -99-99.9-9.9-9.9
5033419920506 22.3 17.3  0.009999-99.9-99.9-99.9-99.9 0.4  3-9.9 96-99.9 -99-99.9 3.9-9.9
5033419920507 17.4  8.2  1.019999-99.9-99.9-99.9-99.9 5.5 52-9.9 81-99.9 -99-99.9 9.2-9.9
5033419920508 20.0  8.4  8.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 93-99.9 -99-99.9 3.5-9.9
5033419920509 18.0 11.8  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 99-99.9 -99-99.9 3.5-9.9
5033419920510 17.0 13.2 58.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 99-99.9 -99-99.9 3.5-9.9
5033419920511 19.2 10.2  0.009999-99.9-99.9-99.9-99.9 5.5 53-9.9 67-99.9 -99-99.9 9.0-9.9
5033419920512 17.6  5.4  0.009999-99.9-99.9-99.9-99.9 6.3 61-9.9 44-99.9 -99-99.9 9.7-9.9
5033419920513 18.0  5.8  0.009999-99.9-99.9-99.9-99.9 4.3 41-9.9 64-99.9 -99-99.9 7.6-9.9
5033419920514 20.3  8.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 61-99.9 -99-99.9 3.3-9.9
5033419920515 15.6  3.4  0.009999-99.9-99.9-99.9-99.9 0.7  6-9.9 77-99.9 -99-99.9 3.9-9.9
5033419920516 17.6  5.0  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 80-99.9 -99-99.9 3.3-9.9
5033419920517 16.7  5.6  0.009999-99.9-99.9-99.9-99.9 5.8 57-9.9 82-99.9 -99-99.9 8.9-9.9
5033419920518 13.4 -0.7  0.009999-99.9-99.9-99.9-99.9 7.1 70-9.9 74-99.9 -99-99.910.1-9.9
5033419920519 16.2  0.8  0.009999-99.9-99.9-99.9-99.9 6.0 59-9.9 68-99.9 -99-99.9 9.0-9.9
5033419920520 15.4  4.6  0.009999-99.9-99.9-99.9-99.9 1.5 14-9.9 82-99.9 -99-99.9 4.5-9.9
5033419920521 19.8  5.3  1.019999-99.9-99.9-99.9-99.9 3.8 37-9.9 81-99.9 -99-99.9 6.7-9.9
5033419920522 13.8  4.9  0.009999-99.9-99.9-99.9-99.9 5.9 58-9.9 73-99.9 -99-99.9 8.7-9.9
5033419920523 16.4 -1.0  0.009999-99.9-99.9-99.9-99.9 7.4 73-9.9 54-99.9 -99-99.910.0-9.9
5033419920524 18.8  8.6  0.009999-99.9-99.9-99.9-99.9 5.5 55-9.9 70-99.9 -99-99.9 8.3-9.9
5033419920525 19.4  5.5  0.009999-99.9-99.9-99.9-99.9 5.7 57-9.9 61-99.9 -99-99.9 8.4-9.9
5033419920526 12.4  2.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 76-99.9 -99-99.9 3.0-9.9
5033419920527 10.0  3.0  0.009999-99.9-99.9-99.9-99.9 1.6 16-9.9 64-99.9 -99-99.9 4.5-9.9
5033419920528 10.8 -4.3  0.009999-99.9-99.9-99.9-99.9 6.3 63-9.9 59-99.9 -99-99.9 8.8-9.9
5033419920529 17.0 -1.8  0.009999-99.9-99.9-99.9-99.9 4.3 43-9.9 61-99.9 -99-99.9 6.9-9.9
5033419920530 16.5  0.6  0.009999-99.9-99.9-99.9-99.9 4.5 45-9.9 41-99.9 -99-99.9 7.0-9.9
5033419920531 21.2  4.2  0.009999-99.9-99.9-99.9-99.9 6.0 60-9.9 49-99.9 -99-99.9 8.4-9.9
5033419920601 19.5  4.2  0.009999-99.9-99.9-99.9-99.9 5.7 57-9.9 69-99.9 -99-99.9 8.0-9.9
5033419920602 18.1  4.5  0.009999-99.9-99.9-99.9-99.9 4.5 45-9.9 83-99.9 -99-99.9 6.9-9.9
5033419920603 13.6 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 76-99.9 -99-99.9-9.9-9.9
5033419920604 17.1  6.2  0.009999-99.9-99.9-99.9-99.9 4.5 45-9.9 74-99.9 -99-99.9 6.9-9.9
5033419920605 12.8  1.6  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 93-99.9 -99-99.9 2.9-9.9
5033419920606 14.4  9.0  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 85-99.9 -99-99.9 2.9-9.9
5033419920607 12.0  8.0  2.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 94-99.9 -99-99.9 2.9-9.9
5033419920608 10.0  6.8  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 84-99.9 -99-99.9 2.8-9.9
5033419920609 13.8  0.8  2.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 65-99.9 -99-99.9-9.9-9.9
5033419920610 15.2  5.0  0.009999-99.9-99.9-99.9-99.9 4.2 43-9.9 82-99.9 -99-99.9 6.5-9.9
5033419920611 15.6 -0.6  0.009999-99.9-99.9-99.9-99.9 4.1 42-9.9 73-99.9 -99-99.9 6.4-9.9
5033419920612 19.2  4.8  0.009999-99.9-99.9-99.9-99.9 4.5 46-9.9 76-99.9 -99-99.9 6.7-9.9
5033419920613 15.0  4.4  0.009999-99.9-99.9-99.9-99.9 2.3 23-9.9 82-99.9 -99-99.9 4.8-9.9
5033419920614 11.0  6.2  0.119999-99.9-99.9-99.9-99.9 0.0  0-9.9100-99.9 -99-99.9 2.8-9.9
5033419920615 14.9  9.2  1.019999-99.9-99.9-99.9-99.9 0.0  0-9.9 91-99.9 -99-99.9 2.8-9.9
5033419920616 16.6 12.2  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 99-99.9 -99-99.9 2.8-9.9
5033419920617 21.6 16.4  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 92-99.9 -99-99.9 2.8-9.9
5033419920618 20.2 14.3  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 94-99.9 -99-99.9 2.8-9.9
5033419920619 20.0 18.8  0.009999-99.9-99.9-99.9-99.9 0.0  0-9.9 89-99.9 -99-99.9 2.8-9.9
5033419920620 11.6  8.2  1.019999-99.9-99.9-99.9-99.9 0.6  6-9.9 82-99.9 -99-99.9 3.3-9.9
